epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,2897.74,0.66378,0.31391,0.79236,0.89177,0.60836,0.73832,0.54131,0.64145,0.28809,0.78511,0.00406,0.00406,0.00406
62,2945.55,0.65492,0.31083,0.79162,0.89372,0.60514,0.73734,0.54155,0.63897,0.28668,0.78513,0.003961,0.003961,0.003961
63,2994.27,0.65582,0.31082,0.79048,0.89626,0.60325,0.73828,0.54125,0.63932,0.28631,0.78532,0.003862,0.003862,0.003862
64,3041.83,0.65528,0.30975,0.79107,0.89411,0.60274,0.7366,0.54155,0.63562,0.28351,0.7848,0.003763,0.003763,0.003763
65,3089.66,0.65418,0.30945,0.79134,0.89578,0.6033,0.73679,0.54169,0.63466,0.28285,0.78427,0.003664,0.003664,0.003664
66,3137.37,0.65107,0.30726,0.79189,0.89339,0.60543,0.73786,0.54253,0.63516,0.28435,0.78417,0.003565,0.003565,0.003565
67,3184.85,0.64815,0.30693,0.79038,0.89225,0.60627,0.74004,0.54456,0.63516,0.28388,0.78415,0.003466,0.003466,0.003466
68,3232.64,0.64394,0.30425,0.79013,0.89358,0.60643,0.739,0.54371,0.63513,0.28255,0.78401,0.003367,0.003367,0.003367
69,3280.22,0.64827,0.30596,0.79005,0.8962,0.60595,0.74037,0.54529,0.6355,0.28242,0.78413,0.003268,0.003268,0.003268
70,3327.81,0.64231,0.30298,0.79034,0.89648,0.60553,0.74086,0.54623,0.63452,0.28181,0.78389,0.003169,0.003169,0.003169
71,3375.35,0.64026,0.30178,0.78981,0.8967,0.60458,0.73998,0.54543,0.63521,0.28208,0.78398,0.00307,0.00307,0.00307
72,3423.11,0.63795,0.30109,0.79028,0.89529,0.6046,0.74005,0.54532,0.63488,0.2814,0.78403,0.002971,0.002971,0.002971
73,3470.63,0.63898,0.30018,0.78894,0.8958,0.6067,0.74161,0.54724,0.63371,0.27998,0.78383,0.002872,0.002872,0.002872
74,3518.29,0.63182,0.29714,0.78898,0.898,0.60707,0.74226,0.54789,0.6328,0.27877,0.7839,0.002773,0.002773,0.002773
75,3565.83,0.63187,0.29706,0.78865,0.89709,0.60625,0.74219,0.5482,0.63198,0.27889,0.78377,0.002674,0.002674,0.002674
76,3613.51,0.62369,0.2935,0.78772,0.89915,0.60584,0.74184,0.54836,0.63131,0.27862,0.78373,0.002575,0.002575,0.002575
77,3661.24,0.62761,0.29488,0.78754,0.89913,0.60606,0.74241,0.54924,0.6303,0.27832,0.78377,0.002476,0.002476,0.002476
78,3708.96,0.62152,0.29274,0.78746,0.89853,0.60609,0.74274,0.54968,0.62955,0.2782,0.7837,0.002377,0.002377,0.002377
79,3756.68,0.62245,0.29234,0.78814,0.89928,0.6059,0.74392,0.55011,0.62975,0.27757,0.78358,0.002278,0.002278,0.002278
80,3804.35,0.61869,0.29008,0.78858,0.90186,0.60505,0.74375,0.55075,0.63042,0.27827,0.78365,0.002179,0.002179,0.002179
81,3852.16,0.61874,0.2901,0.78732,0.9016,0.60628,0.74452,0.55079,0.63022,0.27752,0.78371,0.00208,0.00208,0.00208
82,3899.94,0.6138,0.28771,0.78705,0.89976,0.60682,0.74423,0.55055,0.63095,0.27782,0.78372,0.001981,0.001981,0.001981
83,3947.43,0.61361,0.28666,0.78581,0.90072,0.60605,0.74411,0.55096,0.63102,0.27768,0.78364,0.001882,0.001882,0.001882
84,3995.06,0.60555,0.2833,0.78602,0.90023,0.60631,0.74339,0.55086,0.63066,0.27753,0.78353,0.001783,0.001783,0.001783
85,4042.63,0.60735,0.2834,0.78705,0.89885,0.6066,0.74466,0.55144,0.63043,0.27755,0.78352,0.001684,0.001684,0.001684
86,4090.27,0.60625,0.28313,0.7856,0.90183,0.60621,0.74572,0.55198,0.63042,0.27723,0.78354,0.001585,0.001585,0.001585
87,4137.86,0.60045,0.28049,0.78578,0.90148,0.60591,0.74643,0.55279,0.63005,0.27755,0.78344,0.001486,0.001486,0.001486
88,4185.51,0.59973,0.27976,0.7853,0.90179,0.60523,0.7468,0.5534,0.6298,0.27776,0.78336,0.001387,0.001387,0.001387
89,4233.07,0.59809,0.27781,0.78495,0.90212,0.60459,0.74647,0.5536,0.62985,0.27793,0.78344,0.001288,0.001288,0.001288
90,4280.67,0.59439,0.27682,0.78602,0.90216,0.60443,0.74618,0.5536,0.63,0.2775,0.78352,0.001189,0.001189,0.001189
91,4351.16,0.59488,0.27587,0.78154,0.90085,0.6046,0.74613,0.55315,0.63061,0.27777,0.78353,0.00109,0.00109,0.00109
92,4397.78,0.58687,0.2729,0.78137,0.90223,0.60437,0.7462,0.5533,0.63061,0.27782,0.7836,0.000991,0.000991,0.000991
93,4444.56,0.58323,0.27045,0.78124,0.9019,0.60525,0.74662,0.55324,0.63113,0.27759,0.78366,0.000892,0.000892,0.000892
94,4491.41,0.57971,0.26848,0.78042,0.90307,0.60471,0.74643,0.55342,0.63109,0.27777,0.78371,0.000793,0.000793,0.000793
95,4538.02,0.5764,0.2664,0.77938,0.90295,0.60517,0.74674,0.55347,0.63146,0.27778,0.78377,0.000694,0.000694,0.000694
96,4584.77,0.57302,0.26415,0.78052,0.9037,0.60534,0.74657,0.55343,0.63218,0.27798,0.78379,0.000595,0.000595,0.000595
97,4631.22,0.57166,0.26295,0.7801,0.90435,0.60547,0.7465,0.55348,0.63197,0.27786,0.78382,0.000496,0.000496,0.000496
98,4678.68,0.56856,0.26193,0.78005,0.90504,0.60558,0.74665,0.55344,0.63231,0.27794,0.78382,0.000397,0.000397,0.000397
99,4725.54,0.56386,0.25941,0.77836,0.90432,0.60566,0.74685,0.55326,0.63272,0.27814,0.78383,0.000298,0.000298,0.000298
100,4773.67,0.56103,0.25824,0.77849,0.904,0.60566,0.74682,0.55328,0.63307,0.27836,0.78385,0.000199,0.000199,0.000199
